#{"t_start": 1745776270.3942888, "env_id": "None"}
r,l,t
159115.660441,52,98.148858
166702.927064,52,98.160804
142508.926957,52,98.172481
164846.914558,52,98.184316
165716.016643,52,98.196615
169541.977833,52,98.208341
174854.261367,52,98.220108
175483.058696,52,98.231754
167727.359412,52,98.243857
161134.478765,52,98.255994
162634.246386,52,98.269864
164203.735615,52,98.282269
167960.826531,52,98.295039
166033.349784,52,98.307137
167334.819447,52,98.335596
171532.198859,52,98.348244
166295.063095,52,98.361066
167962.550715,52,98.372878
155171.657787,52,98.384952
169919.774027,52,98.396954
167904.763401,52,98.409205
171636.373938,52,98.421041
169941.362767,52,98.43286
170204.681533,52,98.444596
164184.910441,52,98.456909
174523.829623,52,98.468707
169595.727807,52,98.480481
169575.005864,52,98.492472
163028.700262,52,98.505143
166073.914028,52,98.517417
169450.42488,52,98.529694
172218.642375,52,98.541985
168317.859761,52,98.554687
169875.630106,52,98.567133
161824.339326,52,98.579597
164587.924778,52,98.592095
156224.542534,52,98.60471
170320.730678,52,98.616599
168878.112163,52,98.628581
161290.548677,52,98.640399
166306.930535,52,98.652777
164217.702067,52,98.664444
166379.536,52,98.676304
167243.033784,52,98.688047
166840.329313,52,98.700363
159216.686235,52,98.712757
165418.918504,52,98.725197
161846.23016,52,98.737558
167423.079552,52,98.750325
158229.209993,52,98.762619
165089.625478,52,98.775066
164939.137277,52,98.787497
166179.021844,52,98.80032
161087.169445,52,98.812498
166385.550524,52,98.824771
170290.530527,52,98.836526
162503.309288,52,98.848906
167110.425581,52,98.860719
162689.972758,52,98.872592
163744.102391,52,98.884432
162025.147402,52,98.896568
165717.051231,52,98.908279
167018.575635,52,98.919934
168474.976123,52,98.93177
164368.136955,52,98.943935
166388.681136,52,98.95585
164030.171182,52,98.968171
162980.921114,52,98.980413
170335.277414,52,98.995099
163641.767063,52,99.008289
159829.106953,52,99.020873
158270.144584,52,99.033127
167146.215135,52,99.045821
165494.649246,52,99.058376
168740.088168,52,99.070341
174267.108269,52,99.082126
171845.363876,52,99.094473
163848.60942,52,99.106295
171298.424376,52,99.118134
163432.72098,52,99.129877
166092.702996,52,99.142142
172455.492248,52,99.153874
167378.486332,52,99.165611
178042.516054,52,99.177382
174004.590921,52,99.189772
175172.781786,52,99.202177
168956.333964,52,99.214431
169169.449336,52,99.226627
171617.538515,52,99.239386
175921.119578,52,99.25183
167511.49593,52,99.264132
166150.056909,52,99.276464
166923.115696,52,99.289499
170999.002752,52,99.301316
169914.152681,52,99.313077
163696.93999,52,99.324776
165717.175013,52,99.337163
167377.579326,52,99.349047
169726.999702,52,99.360978
170165.137366,52,99.372822
174495.866149,52,99.38509
171174.894961,52,99.397471
174790.227782,52,99.409371
169362.969101,52,99.421098
178370.756856,52,99.433455
173145.74943,52,99.445558
164714.755647,52,99.457971
167343.137365,52,99.470459
171258.574607,52,99.483577
164546.513608,52,99.495909
170795.579641,52,99.508354
169435.657903,52,99.520896
135120.044453,52,99.533533
168372.885942,52,99.545523
173317.58337,52,99.557388
172469.377652,52,99.569346
174729.185053,52,99.581724
168595.70916,52,99.593453
167187.807162,52,99.605276
167746.919696,52,99.61706
159687.962187,52,99.629265
165680.07183,52,99.641098
158041.888868,52,99.652826
168203.604224,52,99.664488
173657.601052,52,99.676753
155743.886518,52,99.688962
149764.41196,52,99.701118
167900.896189,52,99.713493
159379.907235,52,99.726169
144937.999882,52,99.738434
150537.341702,52,99.751126
147488.431318,52,99.763641
144738.406427,52,99.776379
144610.970671,52,99.788735
146372.792227,52,99.800609
149787.248249,52,99.812278
